Entity,Code,Year,Deaths that are from all causes attributed to ambient ozone pollution
Afghanistan,AFG,1990,387.40778
Afghanistan,AFG,1991,375.74197
Afghanistan,AFG,1992,363.53348
Afghanistan,AFG,1993,367.1182
Afghanistan,AFG,1994,386.7526
Afghanistan,AFG,1995,405.7147
Afghanistan,AFG,1996,409.06934
Afghanistan,AFG,1997,418.64206
Afghanistan,AFG,1998,434.3152
Afghanistan,AFG,1999,465.71017
Afghanistan,AFG,2000,478.59872
Afghanistan,AFG,2001,458.04956
Afghanistan,AFG,2002,430.32092
Afghanistan,AFG,2003,447.9483
Afghanistan,AFG,2004,446.78104
Afghanistan,AFG,2005,442.95218
Afghanistan,AFG,2006,425.64322
Afghanistan,AFG,2007,487.6529
Afghanistan,AFG,2008,514.14514
Afghanistan,AFG,2009,477.79248
Afghanistan,AFG,2010,422.43604
Afghanistan,AFG,2011,403.22464
Afghanistan,AFG,2012,418.89972
Afghanistan,AFG,2013,433.21323
Afghanistan,AFG,2014,413.5886
African Region (WHO),,1990,2971.3318
African Region (WHO),,1991,3066.2625
African Region (WHO),,1992,2997.239
African Region (WHO),,1993,2957.7156
African Region (WHO),,1994,2828.3591
African Region (WHO),,1995,2883.434
African Region (WHO),,1996,2848.584
African Region (WHO),,1997,2979.2532
African Region (WHO),,1998,2969.0737
African Region (WHO),,1999,3148.0254
African Region (WHO),,2000,2582.4675
African Region (WHO),,2001,2440.598
African Region (WHO),,2002,2081.9734
African Region (WHO),,2003,2267.9216
African Region (WHO),,2004,2879.684
African Region (WHO),,2005,3898.613
African Region (WHO),,2006,5266.905
African Region (WHO),,2007,5095.0757
African Region (WHO),,2008,4309.6885
African Region (WHO),,2009,3698.0864
African Region (WHO),,2010,4026.714
African Region (WHO),,2011,4689.9985
African Region (WHO),,2012,5181.9316
African Region (WHO),,2013,5988.302
African Region (WHO),,2014,6079.3906
Albania,ALB,1990,79.431564
Albania,ALB,1991,73.71135
Albania,ALB,1992,69.98115
Albania,ALB,1993,68.43998
Albania,ALB,1994,65.98305
Albania,ALB,1995,63.413418
Albania,ALB,1996,58.83254
Albania,ALB,1997,59.78211
Albania,ALB,1998,53.19539
Albania,ALB,1999,46.39912
Albania,ALB,2000,39.061966
Albania,ALB,2001,37.968166
Albania,ALB,2002,46.10592
Albania,ALB,2003,53.845936
Albania,ALB,2004,56.29612
Albania,ALB,2005,52.391483
Albania,ALB,2006,46.854786
Albania,ALB,2007,45.829433
Albania,ALB,2008,43.59937
Albania,ALB,2009,40.571438
Albania,ALB,2010,34.508976
Albania,ALB,2011,34.17902
Albania,ALB,2012,35.68106
Albania,ALB,2013,37.008152
Albania,ALB,2014,37.46851
Algeria,DZA,1990,218.97688
Algeria,DZA,1991,232.44534
Algeria,DZA,1992,231.70526
Algeria,DZA,1993,247.26488
Algeria,DZA,1994,254.08092
Algeria,DZA,1995,276.9673
Algeria,DZA,1996,273.4454
Algeria,DZA,1997,276.86954
Algeria,DZA,1998,267.38306
Algeria,DZA,1999,340.041
Algeria,DZA,2000,358.90515
Algeria,DZA,2001,362.16498
Algeria,DZA,2002,341.05692
Algeria,DZA,2003,340.15823
Algeria,DZA,2004,353.94046
Algeria,DZA,2005,322.76013
Algeria,DZA,2006,325.06146
Algeria,DZA,2007,332.09586
Algeria,DZA,2008,343.78687
Algeria,DZA,2009,385.96564
Algeria,DZA,2010,412.72217
Algeria,DZA,2011,430.3664
Algeria,DZA,2012,421.623
Algeria,DZA,2013,469.07364
Algeria,DZA,2014,499.41202
American Samoa,ASM,1990,0.22422339
American Samoa,ASM,1991,0.29966772
American Samoa,ASM,1992,0.3842596
American Samoa,ASM,1993,0.4619658
American Samoa,ASM,1994,0.4001079
American Samoa,ASM,1995,0.32310665
American Samoa,ASM,1996,0.32766777
American Samoa,ASM,1997,0.4203432
American Samoa,ASM,1998,0.51570016
American Samoa,ASM,1999,0.5219269
American Samoa,ASM,2000,0.42856577
American Samoa,ASM,2001,0.39955884
American Samoa,ASM,2002,0.3953999
American Samoa,ASM,2003,0.36892772
American Samoa,ASM,2004,0.37202588
American Samoa,ASM,2005,0.36331207
American Samoa,ASM,2006,0.42989793
American Samoa,ASM,2007,0.41995597
American Samoa,ASM,2008,0.4209322
American Samoa,ASM,2009,0.38293725
American Samoa,ASM,2010,0.3571992
American Samoa,ASM,2011,0.33828247
American Samoa,ASM,2012,0.31968376
American Samoa,ASM,2013,0.3785931
American Samoa,ASM,2014,0.37002042
Andorra,AND,1990,0.9719271
Andorra,AND,1991,1.0266302
Andorra,AND,1992,1.0539259
Andorra,AND,1993,1.1910372
Andorra,AND,1994,1.3960357
Andorra,AND,1995,1.6733482
Andorra,AND,1996,1.7035992
Andorra,AND,1997,1.668798
Andorra,AND,1998,1.6571977
Andorra,AND,1999,1.8181534
Andorra,AND,2000,1.9833782
Andorra,AND,2001,2.030413
Andorra,AND,2002,2.299929
Andorra,AND,2003,2.345917
Andorra,AND,2004,2.5496814
Andorra,AND,2005,2.670966
Andorra,AND,2006,2.8227775
Andorra,AND,2007,2.7403638
Andorra,AND,2008,2.727375
Andorra,AND,2009,2.8877857
Andorra,AND,2010,3.063975
Andorra,AND,2011,3.0428977
Andorra,AND,2012,3.0840724
Andorra,AND,2013,3.1918008
Andorra,AND,2014,3.166842
Angola,AGO,1990,126.18681
Angola,AGO,1991,134.5949
Angola,AGO,1992,126.6032
Angola,AGO,1993,129.46536
Angola,AGO,1994,121.71874
Angola,AGO,1995,122.45215
Angola,AGO,1996,115.61791
Angola,AGO,1997,119.531075
Angola,AGO,1998,123.50597
Angola,AGO,1999,129.9999
Angola,AGO,2000,103.06149
Angola,AGO,2001,98.93101
Angola,AGO,2002,88.80249
Angola,AGO,2003,104.690544
Angola,AGO,2004,142.32777
Angola,AGO,2005,180.25075
Angola,AGO,2006,216.38818
Angola,AGO,2007,195.3205
Angola,AGO,2008,170.40642
Angola,AGO,2009,154.39137
Angola,AGO,2010,153.48566
Angola,AGO,2011,153.52347
Angola,AGO,2012,144.786
Angola,AGO,2013,146.00728
Angola,AGO,2014,143.44653
Antigua and Barbuda,ATG,1990,0.10939868
Antigua and Barbuda,ATG,1991,0.120736696
Antigua and Barbuda,ATG,1992,0.12530822
Antigua and Barbuda,ATG,1993,0.14372896
Antigua and Barbuda,ATG,1994,0.1382755
Antigua and Barbuda,ATG,1995,0.14788574
Antigua and Barbuda,ATG,1996,0.1315531
Antigua and Barbuda,ATG,1997,0.13958481
Antigua and Barbuda,ATG,1998,0.0996457
Antigua and Barbuda,ATG,1999,0.08470467
Antigua and Barbuda,ATG,2000,0.04502831
Antigua and Barbuda,ATG,2001,0.07286844
Antigua and Barbuda,ATG,2002,0.062215816
Antigua and Barbuda,ATG,2003,0.06273084
Antigua and Barbuda,ATG,2004,0.018186247
Antigua and Barbuda,ATG,2005,0.0062088757
Antigua and Barbuda,ATG,2006,0.0073344302
Antigua and Barbuda,ATG,2007,0.018676272
Antigua and Barbuda,ATG,2008,0.026032167
Antigua and Barbuda,ATG,2009,0.024431445
Antigua and Barbuda,ATG,2010,0.016352646
Antigua and Barbuda,ATG,2011,0.009608189
Antigua and Barbuda,ATG,2012,0.00754567
Antigua and Barbuda,ATG,2013,0.0071715144
Antigua and Barbuda,ATG,2014,0.007525732
Argentina,ARG,1990,201.45264
Argentina,ARG,1991,203.65689
Argentina,ARG,1992,208.26918
Argentina,ARG,1993,214.10631
Argentina,ARG,1994,230.40967
Argentina,ARG,1995,243.74948
Argentina,ARG,1996,249.20554
Argentina,ARG,1997,239.9244
Argentina,ARG,1998,276.9577
Argentina,ARG,1999,282.9134
Argentina,ARG,2000,266.10962
Argentina,ARG,2001,259.26828
Argentina,ARG,2002,275.93835
Argentina,ARG,2003,285.7135
Argentina,ARG,2004,290.9167
Argentina,ARG,2005,349.59634
Argentina,ARG,2006,376.7742
Argentina,ARG,2007,408.85898
Argentina,ARG,2008,339.12427
Argentina,ARG,2009,347.78925
Argentina,ARG,2010,363.62997
Argentina,ARG,2011,417.4978
Argentina,ARG,2012,478.85614
Argentina,ARG,2013,441.91483
Argentina,ARG,2014,427.71063
Armenia,ARM,1990,92.342995
Armenia,ARM,1991,91.341675
Armenia,ARM,1992,93.491455
Armenia,ARM,1993,95.52886
Armenia,ARM,1994,93.7952
Armenia,ARM,1995,96.63611
Armenia,ARM,1996,91.969574
Armenia,ARM,1997,84.21554
Armenia,ARM,1998,81.75487
Armenia,ARM,1999,87.38507
Armenia,ARM,2000,89.947556
Armenia,ARM,2001,84.38019
Armenia,ARM,2002,87.45155
Armenia,ARM,2003,89.19787
Armenia,ARM,2004,90.834984
Armenia,ARM,2005,94.118965
Armenia,ARM,2006,102.96291
Armenia,ARM,2007,116.7858
Armenia,ARM,2008,120.61501
Armenia,ARM,2009,116.54978
Armenia,ARM,2010,109.51013
Armenia,ARM,2011,119.40802
Armenia,ARM,2012,125.79722
Armenia,ARM,2013,131.31883
Armenia,ARM,2014,131.04062
Australia,AUS,1990,53.82237
Australia,AUS,1991,48.429173
Australia,AUS,1992,41.00722
Australia,AUS,1993,40.877792
Australia,AUS,1994,40.000477
Australia,AUS,1995,43.62499
Australia,AUS,1996,47.44651
Australia,AUS,1997,51.843773
Australia,AUS,1998,52.99364
Australia,AUS,1999,52.847187
Australia,AUS,2000,50.31615
Australia,AUS,2001,68.07051
Australia,AUS,2002,68.16663
Australia,AUS,2003,66.35268
Australia,AUS,2004,48.28737
Australia,AUS,2005,51.29549
Australia,AUS,2006,56.446346
Australia,AUS,2007,57.02929
Australia,AUS,2008,54.63137
Australia,AUS,2009,44.63818
Australia,AUS,2010,43.077423
Australia,AUS,2011,44.428402
Australia,AUS,2012,58.83613
Australia,AUS,2013,70.78661
Australia,AUS,2014,75.23701
Austria,AUT,1990,164.84637
Austria,AUT,1991,174.98737
Austria,AUT,1992,179.61641
Austria,AUT,1993,191.89526
Austria,AUT,1994,180.91008
Austria,AUT,1995,180.0207
Austria,AUT,1996,172.29314
Austria,AUT,1997,178.64236
Austria,AUT,1998,181.78613
Austria,AUT,1999,200.04681
Austria,AUT,2000,207.44699
Austria,AUT,2001,227.4777
Austria,AUT,2002,271.4299
Austria,AUT,2003,281.9026
Austria,AUT,2004,274.45587
Austria,AUT,2005,241.08168
Austria,AUT,2006,247.9177
Austria,AUT,2007,242.3956
Austria,AUT,2008,228.30336
Austria,AUT,2009,216.67545
Austria,AUT,2010,220.82341
Austria,AUT,2011,226.81976
Austria,AUT,2012,242.93481
Austria,AUT,2013,249.31287
Austria,AUT,2014,265.7487
Azerbaijan,AZE,1990,111.94103
Azerbaijan,AZE,1991,115.97184
Azerbaijan,AZE,1992,120.14126
Azerbaijan,AZE,1993,126.53525
Azerbaijan,AZE,1994,135.39465
Azerbaijan,AZE,1995,135.61304
Azerbaijan,AZE,1996,123.14462
Azerbaijan,AZE,1997,112.94095
Azerbaijan,AZE,1998,106.0583
Azerbaijan,AZE,1999,104.28153
Azerbaijan,AZE,2000,95.56316
Azerbaijan,AZE,2001,81.56719
Azerbaijan,AZE,2002,78.34777
Azerbaijan,AZE,2003,76.4476
Azerbaijan,AZE,2004,76.0824
Azerbaijan,AZE,2005,70.60932
Azerbaijan,AZE,2006,74.18672
Azerbaijan,AZE,2007,79.81384
Azerbaijan,AZE,2008,90.19282
Azerbaijan,AZE,2009,89.42139
Azerbaijan,AZE,2010,82.92702
Azerbaijan,AZE,2011,92.89155
Azerbaijan,AZE,2012,101.3022
Azerbaijan,AZE,2013,112.539795
Azerbaijan,AZE,2014,116.81697
Bahamas,BHS,1990,0.4913434
Bahamas,BHS,1991,0.61073464
Bahamas,BHS,1992,0.6825567
Bahamas,BHS,1993,0.7347759
Bahamas,BHS,1994,0.7192324
Bahamas,BHS,1995,0.676553
Bahamas,BHS,1996,0.81106883
Bahamas,BHS,1997,0.9693171
Bahamas,BHS,1998,1.1418222
Bahamas,BHS,1999,1.2512536
Bahamas,BHS,2000,1.0791016
Bahamas,BHS,2001,0.9991571
Bahamas,BHS,2002,0.9147982
Bahamas,BHS,2003,0.973251
Bahamas,BHS,2004,1.0481917
Bahamas,BHS,2005,1.1370227
Bahamas,BHS,2006,1.2269462
Bahamas,BHS,2007,1.19339
Bahamas,BHS,2008,1.1077485
Bahamas,BHS,2009,1.2202121
Bahamas,BHS,2010,1.3343105
Bahamas,BHS,2011,1.4097011
Bahamas,BHS,2012,1.3182968
Bahamas,BHS,2013,1.3378242
Bahamas,BHS,2014,1.1285738
Bahrain,BHR,1990,7.4047875
Bahrain,BHR,1991,7.602153
Bahrain,BHR,1992,7.783086
Bahrain,BHR,1993,7.5880084
Bahrain,BHR,1994,8.188029
Bahrain,BHR,1995,8.790274
Bahrain,BHR,1996,9.350966
Bahrain,BHR,1997,9.607222
Bahrain,BHR,1998,10.420644
Bahrain,BHR,1999,11.293268
Bahrain,BHR,2000,10.339801
Bahrain,BHR,2001,8.913131
Bahrain,BHR,2002,10.391502
Bahrain,BHR,2003,13.146518
Bahrain,BHR,2004,13.188083
Bahrain,BHR,2005,13.295729
Bahrain,BHR,2006,13.107549
Bahrain,BHR,2007,15.174609
Bahrain,BHR,2008,15.778462
Bahrain,BHR,2009,13.701136
Bahrain,BHR,2010,11.735705
Bahrain,BHR,2011,10.864968
Bahrain,BHR,2012,11.426079
Bahrain,BHR,2013,11.458852
Bahrain,BHR,2014,11.454094
Bangladesh,BGD,1990,3766.4546
Bangladesh,BGD,1991,3630.431
Bangladesh,BGD,1992,3711.5427
Bangladesh,BGD,1993,4040.059
Bangladesh,BGD,1994,4076.2998
Bangladesh,BGD,1995,4347.2417
Bangladesh,BGD,1996,4396.1367
Bangladesh,BGD,1997,4583.8286
Bangladesh,BGD,1998,4714.9307
Bangladesh,BGD,1999,4920.58
Bangladesh,BGD,2000,4860.61
Bangladesh,BGD,2001,4736.683
Bangladesh,BGD,2002,4722.5815
Bangladesh,BGD,2003,5197.8013
Bangladesh,BGD,2004,5326.521
Bangladesh,BGD,2005,5534.3267
Bangladesh,BGD,2006,5718.0312
Bangladesh,BGD,2007,6233.171
Bangladesh,BGD,2008,6346.7725
Bangladesh,BGD,2009,5995.7383
Bangladesh,BGD,2010,6348.681
Bangladesh,BGD,2011,6463.271
Bangladesh,BGD,2012,6743.7285
Bangladesh,BGD,2013,6928.188
Bangladesh,BGD,2014,7129.7993
Barbados,BRB,1990,0.46448246
Barbados,BRB,1991,0.48238552
Barbados,BRB,1992,0.5492469
Barbados,BRB,1993,0.6103107
Barbados,BRB,1994,0.45356035
Barbados,BRB,1995,0.38129243
Barbados,BRB,1996,0.26183778
Barbados,BRB,1997,0.26909137
Barbados,BRB,1998,0.24598093
Barbados,BRB,1999,0.25449136
Barbados,BRB,2000,0.14759435
Barbados,BRB,2001,0.2312014
Barbados,BRB,2002,0.2038431
Barbados,BRB,2003,0.23414189
Barbados,BRB,2004,0.10642717
Barbados,BRB,2005,0.058292452
Barbados,BRB,2006,0.066410206
Barbados,BRB,2007,0.076778606
Barbados,BRB,2008,0.08945147
Barbados,BRB,2009,0.07495699
Barbados,BRB,2010,0.038851358
Barbados,BRB,2011,0.030199882
Barbados,BRB,2012,0.034432285
Barbados,BRB,2013,0.045908723
Barbados,BRB,2014,0.039618053
Belarus,BLR,1990,312.166
Belarus,BLR,1991,343.79312
Belarus,BLR,1992,326.77997
Belarus,BLR,1993,341.59393
Belarus,BLR,1994,304.3173
Belarus,BLR,1995,344.01108
Belarus,BLR,1996,334.4817
Belarus,BLR,1997,284.51828
Belarus,BLR,1998,265.03363
Belarus,BLR,1999,262.9199
Belarus,BLR,2000,268.6785
Belarus,BLR,2001,273.77026
Belarus,BLR,2002,262.63815
Belarus,BLR,2003,233.15627
Belarus,BLR,2004,207.77266
Belarus,BLR,2005,195.55234
Belarus,BLR,2006,171.59251
Belarus,BLR,2007,148.68697
Belarus,BLR,2008,126.797615
Belarus,BLR,2009,118.94442
Belarus,BLR,2010,110.89909
Belarus,BLR,2011,117.54909
Belarus,BLR,2012,102.43706
Belarus,BLR,2013,93.208885
Belarus,BLR,2014,84.704704
Belgium,BEL,1990,196.25066
Belgium,BEL,1991,200.1605
Belgium,BEL,1992,143.13864
Belgium,BEL,1993,219.37534
Belgium,BEL,1994,243.64833
Belgium,BEL,1995,300.58942
Belgium,BEL,1996,278.44748
Belgium,BEL,1997,261.192
Belgium,BEL,1998,276.50507
Belgium,BEL,1999,247.08539
Belgium,BEL,2000,259.4534
Belgium,BEL,2001,222.78732
Belgium,BEL,2002,351.5002
Belgium,BEL,2003,361.02808
Belgium,BEL,2004,369.12817
Belgium,BEL,2005,325.02072
Belgium,BEL,2006,286.57413
Belgium,BEL,2007,277.07266
Belgium,BEL,2008,241.64058
Belgium,BEL,2009,255.16457
Belgium,BEL,2010,253.22218
Belgium,BEL,2011,233.96223
Belgium,BEL,2012,262.7115
Belgium,BEL,2013,297.78223
Belgium,BEL,2014,318.62555
Belize,BLZ,1990,0.75971985
Belize,BLZ,1991,0.7192302
Belize,BLZ,1992,0.7222101
Belize,BLZ,1993,0.71333486
Belize,BLZ,1994,0.81502825
Belize,BLZ,1995,1.0176266
Belize,BLZ,1996,1.0254074
Belize,BLZ,1997,1.0002028
Belize,BLZ,1998,1.2176526
Belize,BLZ,1999,1.6028203
Belize,BLZ,2000,1.5948043
Belize,BLZ,2001,1.6463563
Belize,BLZ,2002,1.495868
Belize,BLZ,2003,1.6506708
Belize,BLZ,2004,1.3365746
Belize,BLZ,2005,1.2237148
Belize,BLZ,2006,1.3017839
Belize,BLZ,2007,1.1997688
Belize,BLZ,2008,1.0484656
Belize,BLZ,2009,0.9811913
Belize,BLZ,2010,1.1790504
Belize,BLZ,2011,1.3649321
Belize,BLZ,2012,1.820946
Belize,BLZ,2013,1.6947981
Belize,BLZ,2014,1.6140487
Benin,BEN,1990,37.135296
Benin,BEN,1991,37.722443
Benin,BEN,1992,36.557
Benin,BEN,1993,35.74054
Benin,BEN,1994,32.441586
Benin,BEN,1995,32.94509
Benin,BEN,1996,34.435642
Benin,BEN,1997,36.389545
Benin,BEN,1998,37.074387
Benin,BEN,1999,36.067635
Benin,BEN,2000,30.738895
Benin,BEN,2001,29.25219
Benin,BEN,2002,23.762815
Benin,BEN,2003,23.03475
Benin,BEN,2004,24.421988
Benin,BEN,2005,34.53353
Benin,BEN,2006,51.153175
Benin,BEN,2007,54.164925
Benin,BEN,2008,48.75865
Benin,BEN,2009,41.32328
Benin,BEN,2010,50.442245
Benin,BEN,2011,61.887646
Benin,BEN,2012,71.602554
Benin,BEN,2013,82.46079
Benin,BEN,2014,86.53656
Bermuda,BMU,1990,0.9886752
Bermuda,BMU,1991,0.9455271
Bermuda,BMU,1992,0.9336229
Bermuda,BMU,1993,0.97696704
Bermuda,BMU,1994,1.0455095
Bermuda,BMU,1995,1.0221349
Bermuda,BMU,1996,1.0679929
Bermuda,BMU,1997,1.129547
Bermuda,BMU,1998,1.1745148
Bermuda,BMU,1999,1.1322967
Bermuda,BMU,2000,1.0750054
Bermuda,BMU,2001,1.0773845
Bermuda,BMU,2002,1.0919482
Bermuda,BMU,2003,1.0448805
Bermuda,BMU,2004,0.96604264
Bermuda,BMU,2005,0.982981
Bermuda,BMU,2006,0.9943552
Bermuda,BMU,2007,1.0270847
Bermuda,BMU,2008,0.99151844
Bermuda,BMU,2009,1.0611341
Bermuda,BMU,2010,0.99092764
Bermuda,BMU,2011,1.0079597
Bermuda,BMU,2012,0.87611675
Bermuda,BMU,2013,0.87769115
Bermuda,BMU,2014,0.8886521
Bhutan,BTN,1990,20.620789
Bhutan,BTN,1991,21.688457
Bhutan,BTN,1992,21.711237
Bhutan,BTN,1993,23.259544
Bhutan,BTN,1994,24.488628
Bhutan,BTN,1995,27.01336
Bhutan,BTN,1996,28.076342
Bhutan,BTN,1997,29.781103
Bhutan,BTN,1998,31.36679
Bhutan,BTN,1999,33.309605
Bhutan,BTN,2000,33.59034
Bhutan,BTN,2001,31.653316
Bhutan,BTN,2002,31.869366
Bhutan,BTN,2003,34.876587
Bhutan,BTN,2004,38.35461
Bhutan,BTN,2005,39.427338
Bhutan,BTN,2006,42.051258
Bhutan,BTN,2007,48.58808
Bhutan,BTN,2008,51.82168
Bhutan,BTN,2009,50.394302
Bhutan,BTN,2010,48.55618
Bhutan,BTN,2011,52.514465
Bhutan,BTN,2012,57.911865
Bhutan,BTN,2013,58.48711
Bhutan,BTN,2014,54.20706
Bolivia,BOL,1990,32.883846
Bolivia,BOL,1991,30.892305
Bolivia,BOL,1992,29.441366
Bolivia,BOL,1993,26.11432
Bolivia,BOL,1994,30.028992
Bolivia,BOL,1995,28.311512
Bolivia,BOL,1996,24.109484
Bolivia,BOL,1997,17.984882
Bolivia,BOL,1998,19.585316
Bolivia,BOL,1999,20.437983
Bolivia,BOL,2000,17.655725
Bolivia,BOL,2001,16.003876
Bolivia,BOL,2002,18.718475
Bolivia,BOL,2003,22.059805
Bolivia,BOL,2004,27.116768
Bolivia,BOL,2005,35.03587
Bolivia,BOL,2006,40.910446
Bolivia,BOL,2007,42.180977
Bolivia,BOL,2008,27.546137
Bolivia,BOL,2009,27.465702
Bolivia,BOL,2010,34.105846
Bolivia,BOL,2011,58.239883
Bolivia,BOL,2012,77.98425
Bolivia,BOL,2013,58.433674
Bolivia,BOL,2014,56.15198
Bosnia and Herzegovina,BIH,1990,104.0509
Bosnia and Herzegovina,BIH,1991,111.42666
Bosnia and Herzegovina,BIH,1992,107.06035
Bosnia and Herzegovina,BIH,1993,119.51694
Bosnia and Herzegovina,BIH,1994,119.998146
Bosnia and Herzegovina,BIH,1995,119.76027
Bosnia and Herzegovina,BIH,1996,107.91261
Bosnia and Herzegovina,BIH,1997,107.161156
Bosnia and Herzegovina,BIH,1998,95.17485
Bosnia and Herzegovina,BIH,1999,89.50114
Bosnia and Herzegovina,BIH,2000,83.17648
Bosnia and Herzegovina,BIH,2001,84.93063
Bosnia and Herzegovina,BIH,2002,99.0972
Bosnia and Herzegovina,BIH,2003,100.34893
Bosnia and Herzegovina,BIH,2004,98.98968
Bosnia and Herzegovina,BIH,2005,87.33121
Bosnia and Herzegovina,BIH,2006,85.570366
Bosnia and Herzegovina,BIH,2007,83.82066
Bosnia and Herzegovina,BIH,2008,77.57768
Bosnia and Herzegovina,BIH,2009,74.213844
Bosnia and Herzegovina,BIH,2010,77.46485
Bosnia and Herzegovina,BIH,2011,86.021126
Bosnia and Herzegovina,BIH,2012,92.94017
Bosnia and Herzegovina,BIH,2013,95.3227
Bosnia and Herzegovina,BIH,2014,94.7631
Botswana,BWA,1990,9.568938
Botswana,BWA,1991,10.606907
Botswana,BWA,1992,10.079131
Botswana,BWA,1993,10.203321
Botswana,BWA,1994,9.733768
Botswana,BWA,1995,10.417911
Botswana,BWA,1996,11.094311
Botswana,BWA,1997,11.760137
Botswana,BWA,1998,12.334853
Botswana,BWA,1999,13.720326
Botswana,BWA,2000,12.248271
Botswana,BWA,2001,12.273506
Botswana,BWA,2002,10.059265
Botswana,BWA,2003,10.21112
Botswana,BWA,2004,15.421647
Botswana,BWA,2005,20.289995
Botswana,BWA,2006,27.370117
Botswana,BWA,2007,24.875282
Botswana,BWA,2008,21.478334
Botswana,BWA,2009,17.33133
Botswana,BWA,2010,16.035172
Botswana,BWA,2011,17.78929
Botswana,BWA,2012,20.310715
Botswana,BWA,2013,20.891552
Botswana,BWA,2014,19.064152
Brazil,BRA,1990,841.90796
Brazil,BRA,1991,822.89685
Brazil,BRA,1992,881.40717
Brazil,BRA,1993,942.30286
Brazil,BRA,1994,1059.1136
Brazil,BRA,1995,1088.6233
Brazil,BRA,1996,1144.6208
Brazil,BRA,1997,1166.0817
Brazil,BRA,1998,1288.097
Brazil,BRA,1999,1284.016
Brazil,BRA,2000,1162.8424
Brazil,BRA,2001,1306.1614
Brazil,BRA,2002,1424.8335
Brazil,BRA,2003,1441.028
Brazil,BRA,2004,1143.1775
Brazil,BRA,2005,1071.6832
Brazil,BRA,2006,1236.5502
Brazil,BRA,2007,1225.3434
Brazil,BRA,2008,1073.1133
Brazil,BRA,2009,1055.5409
Brazil,BRA,2010,1265.6151
Brazil,BRA,2011,1699.7638
Brazil,BRA,2012,1914.8103
Brazil,BRA,2013,2093.7297
Brazil,BRA,2014,2141.8982
Brunei,BRN,1990,0.2003476
Brunei,BRN,1991,0.24999009
Brunei,BRN,1992,0.2563198
Brunei,BRN,1993,0.3799863
Brunei,BRN,1994,0.2659934
Brunei,BRN,1995,0.24345551
Brunei,BRN,1996,0.4477636
Brunei,BRN,1997,1.183095
Brunei,BRN,1998,1.2641832
Brunei,BRN,1999,0.61029047
Brunei,BRN,2000,0.1723472
Brunei,BRN,2001,0.26594844
Brunei,BRN,2002,0.2708156
Brunei,BRN,2003,0.47578856
Brunei,BRN,2004,0.35351056
Brunei,BRN,2005,0.58365905
Brunei,BRN,2006,0.5998498
Brunei,BRN,2007,0.5632644
Brunei,BRN,2008,0.47038
Brunei,BRN,2009,0.3949199
Brunei,BRN,2010,0.38877282
Brunei,BRN,2011,0.42674455
Brunei,BRN,2012,0.4823521
Brunei,BRN,2013,0.5282866
Brunei,BRN,2014,0.5886066
Bulgaria,BGR,1990,342.98978
Bulgaria,BGR,1991,333.63416
Bulgaria,BGR,1992,340.329
Bulgaria,BGR,1993,362.6441
Bulgaria,BGR,1994,369.02744
Bulgaria,BGR,1995,372.5737
Bulgaria,BGR,1996,334.98737
Bulgaria,BGR,1997,316.3592
Bulgaria,BGR,1998,231.2276
Bulgaria,BGR,1999,163.26758
Bulgaria,BGR,2000,102.80656
Bulgaria,BGR,2001,109.782326
Bulgaria,BGR,2002,185.60387
Bulgaria,BGR,2003,230.69121
Bulgaria,BGR,2004,220.73438
Bulgaria,BGR,2005,166.44823
Bulgaria,BGR,2006,181.2635
Bulgaria,BGR,2007,201.80988
Bulgaria,BGR,2008,219.905
Bulgaria,BGR,2009,210.51984
Bulgaria,BGR,2010,200.2007
Bulgaria,BGR,2011,199.23051
Bulgaria,BGR,2012,210.36621
Bulgaria,BGR,2013,220.90685
Bulgaria,BGR,2014,206.5437
Burkina Faso,BFA,1990,36.55608
Burkina Faso,BFA,1991,36.96508
Burkina Faso,BFA,1992,34.894207
Burkina Faso,BFA,1993,34.039314
Burkina Faso,BFA,1994,30.742077
Burkina Faso,BFA,1995,30.53875
Burkina Faso,BFA,1996,32.51903
Burkina Faso,BFA,1997,36.13494
Burkina Faso,BFA,1998,36.962593
Burkina Faso,BFA,1999,36.0229
Burkina Faso,BFA,2000,28.027218
Burkina Faso,BFA,2001,23.55647
Burkina Faso,BFA,2002,19.168629
Burkina Faso,BFA,2003,22.722343
Burkina Faso,BFA,2004,28.126274
Burkina Faso,BFA,2005,37.57408
Burkina Faso,BFA,2006,48.686676
Burkina Faso,BFA,2007,48.861336
Burkina Faso,BFA,2008,40.319443
Burkina Faso,BFA,2009,33.793953
Burkina Faso,BFA,2010,41.49259
Burkina Faso,BFA,2011,50.199444
Burkina Faso,BFA,2012,57.020264
Burkina Faso,BFA,2013,70.98472
Burkina Faso,BFA,2014,80.65707
Burundi,BDI,1990,37.65698
Burundi,BDI,1991,38.532497
Burundi,BDI,1992,34.14204
Burundi,BDI,1993,28.014376
Burundi,BDI,1994,24.595545
Burundi,BDI,1995,28.415924
Burundi,BDI,1996,28.918518
Burundi,BDI,1997,31.458168
Burundi,BDI,1998,24.913506
Burundi,BDI,1999,30.481647
Burundi,BDI,2000,20.687983
Burundi,BDI,2001,20.393406
Burundi,BDI,2002,13.723642
Burundi,BDI,2003,13.687566
Burundi,BDI,2004,24.314127
Burundi,BDI,2005,38.062805
Burundi,BDI,2006,55.545105
Burundi,BDI,2007,44.94831
Burundi,BDI,2008,32.062954
